Method       t0       tn       N         h
 Euler        0    1e+02 1000000    0.0001

x  -  y  -  z  .........
   2.978008e-06  -8.217453e-08   2.449988e-11  -9.923054e-01   2.738147e-02  -8.163633e-06
   2.974264e-06   1.077835e-07   9.231109e-12  -9.910578e-01  -3.591467e-02  -3.075908e-06
   2.958455e-06   2.973040e-07  -6.075078e-12  -9.857902e-01  -9.906498e-02   2.024283e-06
   2.930608e-06   4.856142e-07  -2.135651e-11  -9.765110e-01  -1.618120e-01   7.116226e-06
   2.890798e-06   6.719418e-07  -3.655074e-11  -9.632459e-01  -2.238985e-01   1.217911e-05
   2.839153e-06   8.555180e-07  -5.159529e-11  -9.460372e-01  -2.850681e-01   1.719212e-05
   2.775850e-06   1.035581e-06  -6.642795e-11  -9.249439e-01  -3.450671e-01   2.213453e-05
   2.701117e-06   1.211379e-06  -8.098707e-11  -9.000421e-01  -4.036451e-01   2.698579e-05
   2.615232e-06   1.382176e-06  -9.521178e-11  -8.714243e-01  -4.605565e-01   3.172562e-05
   2.518522e-06   1.547251e-06  -1.090424e-10  -8.391995e-01  -5.155614e-01   3.633412e-05
   2.411362e-06   1.705906e-06  -1.224205e-10  -8.034926e-01  -5.684269e-01   4.079186e-05
   2.294174e-06   1.857466e-06  -1.352894e-10  -7.644441e-01  -6.189283e-01   4.507993e-05
   2.167423e-06   2.001284e-06  -1.475944e-10  -7.222095e-01  -6.668500e-01   4.918011e-05
   2.031621e-06   2.136744e-06  -1.592831e-10  -6.769588e-01  -7.119867e-01   5.307489e-05
   1.887320e-06   2.263264e-06  -1.703053e-10  -6.288759e-01  -7.541445e-01   5.674761e-05
   1.735109e-06   2.380298e-06  -1.806137e-10  -5.781574e-01  -7.931417e-01   6.018250e-05
   1.575615e-06   2.487342e-06  -1.901641e-10  -5.250124e-01  -8.288098e-01   6.336479e-05
   1.409499e-06   2.583931e-06  -1.989152e-10  -4.696608e-01  -8.609946e-01   6.628077e-05
